"","tconst","title","year","runtime","genres","averageRating","numVotes","average_age"
"858","tt0023948","Dinner at Eight","1933","111","Comedy,Drama",7.8,6925,49.5
"860","tt0023969","Duck Soup","1933","68","Comedy,Musical,War",7.9,52260,41.5
"864","tt0024008","Female","1933","60","Comedy,Drama,Romance",6.8,1394,29
"866","tt0024025","Flying Down to Rio","1933","89","Comedy,Musical,Romance",6.7,3067,26.5
"868","tt0024028","Footlight Parade","1933","104","Comedy,Musical,Romance",7.7,4184,31.5
"870","tt0024034","42nd Street","1933","89","Comedy,Musical,Romance",7.6,9615,36.5
"872","tt0024044","Gabriel Over the White House","1933","86","Drama,Fantasy,Romance",6.4,1058,46.3333333333333
"875","tt0024055","The Ghoul","1933","77","Action,Drama,Horror",5.9,1993,46.6666666666667
"878","tt0024067","Going Hollywood","1933","78","Musical,Romance",7.7,1618,30
"880","tt0024069","Gold Diggers of 1933","1933","97","Comedy,Drama,Musical",8,6554,39
"881","tt0024087","Hans Westmar","1933","95","Biography",7.5,1270,45
"883","tt0024115","Heroes for Sale","1933","76","Drama,War",7.8,1910,37.3333333333333
"886","tt0024127","Our Flags Lead Us Forward","1933","95","Drama",7,1552,27.6666666666667
"889","tt0024130","Hold Your Man","1933","87","Drama,Romance",6.9,1189,31
"891","tt0024166","I'm No Angel","1933","87","Comedy,Musical,Romance",7,2672,36
"894","tt0024183","International House","1933","68","Comedy",7.2,1095,38.3333333333333
"897","tt0024184","The Invisible Man","1933","71","Horror,Sci-Fi",7.7,26114,50
"900","tt0024188","Island of Lost Souls","1932","70","Horror,Sci-Fi",7.5,7262,38.6666666666667
"903","tt0024210","The Kennel Murder Case","1933","73","Crime,Mystery",7,2625,45
"906","tt0024216","King Kong","1933","100","Adventure,Horror,Sci-Fi",7.9,73631,43.3333333333333
"909","tt0024238","Ladies They Talk About","1933","69","Crime,Drama,Romance",6.7,1152,32
"911","tt0024239","Lady Killer","1933","76","Comedy,Crime",7,1451,32.5
"913","tt0024240","Lady for a Day","1933","96","Comedy,Drama",7.5,3438,46.6666666666667
"916","tt0024252","Liebelei","1933","88","Drama,Romance",7.6,1182,36.5
"918","tt0024264","Little Women","1933","115","Drama,Family,Romance",7.3,5541,42
"919","tt0024302","Man's Castle","1933","75","Drama,Romance",7.4,1192,33
"920","tt0024314","The Mayor of Hell","1933","90","Crime,Drama,Romance",7,1219,42.6666666666667
"923","tt0024334","Midnight Mary","1933","74","Crime,Drama,Romance",7.1,1098,29.6666666666667
"926","tt0024353","Morning Glory","1933","74","Drama,Romance",6.5,2354,33.5
"928","tt0024368","Mystery of the Wax Museum","1933","77","Horror,Mystery,Thriller",6.9,4150,41.5
"930","tt0024433","Peg o' My Heart","1933","87","Drama,Romance",7.9,1287,44.5
"932","tt0024450","Picture Snatcher","1933","77","Crime,Drama",7.1,1225,31.5
"934","tt0024473","The Private Life of Henry VIII.","1933","97","Biography,Comedy,Drama",7.2,3293,42.5
"938","tt0024481","Queen Christina","1933","99","Biography,Drama,History",7.8,6564,41.3333333333333
"941","tt0024548","She Done Him Wrong","1933","66","Comedy,Drama,History",6.5,4955,42.2
"946","tt0024593","The Son of Kong","1933","70","Adventure,Comedy",5.8,3485,41.6666666666667
"949","tt0024601","Sons of the Desert","1933","68","Comedy",7.7,7058,41.3333333333333
"952","tt0024727","The Vampire Bat","1933","65","Drama,Horror,Mystery",5.7,1925,36.6666666666667
"955","tt0024747","Strauss' Great Waltz","1934","81","Biography,Music,Romance",6.1,1122,42.5
"957","tt0024772","Wild Boys of the Road","1933","68","Adventure,Drama",7.5,1613,19
"959","tt0024844","L'Atalante","1934","89","Comedy,Drama,Romance",7.8,12896,26
"961","tt0024852","March of the Wooden Soldiers","1934","77","Comedy,Family,Fantasy",7.3,5522,43
"963","tt0024865","The Barretts of Wimpole Street","1934","109","Biography,Drama,Romance",7,1446,36
"965","tt0024894","The Black Cat","1934","65","Adventure,Crime,Horror",7.1,8133,44
"968","tt0024902","Blue Steel","1934","54","Action,Adventure,Drama",5.4,1245,42.3333333333333
"971","tt0024914","Bright Eyes","1934","85","Comedy,Drama,Family",7.3,1831,33
"972","tt0024961","The Cat's-Paw","1934","102","Comedy",6.9,1063,49.6666666666667
"975","tt0024966","Chapayev","1934","93","Biography,Comedy,Drama",7.4,1021,27
"978","tt0024968","Charlie Chan in London","1934","79","Crime,Drama,Mystery",7.3,1686,41
"980","tt0024991","Cleopatra","1934","100","Biography,Drama,History",6.9,3073,35.6666666666667
"983","tt0025004","The Count of Monte Cristo","1934","113","Action,Adventure,Drama",7.5,2218,35.6666666666667
"986","tt0025028","Dames","1934","91","Comedy,Musical,Romance",7.2,1671,30
"987","tt0025037","Death Takes a Holiday","1934","79","Drama,Fantasy,Romance",7.2,1467,49
"989","tt0025091","Evelyn Prentice","1934","79","Drama,Mystery,Romance",6.9,1257,42
"990","tt0025101","Fashions of 1934","1934","78","Comedy,Drama,Musical",7.1,1121,42.6666666666667
"993","tt0025129","Fog Over Frisco","1934","68","Crime,Mystery,Thriller",7,1230,30
"995","tt0025164","The Gay Divorcee","1934","107","Comedy,Musical,Romance",7.6,6194,41.5
"997","tt0025301","Imitation of Life","1934","111","Drama,Romance",7.6,3588,45.5
"999","tt0025316","It Happened One Night","1934","105","Comedy,Romance",8.1,84691,42.25
"1003","tt0025318","It's a Gift","1934","68","Comedy",7.3,4498,40.5
"1005","tt0025330","Jimmy the Gent","1934","67","Comedy,Crime,Drama",7,1409,38
"1008","tt0025335","Judge Priest","1934","80","Comedy,Drama,Romance",6.4,1713,44
"1011","tt0025410","Little Miss Marker","1934","80","Comedy,Drama,Family",7.1,1090,43.5
"1013","tt0025423","The Lost Patrol","1934","73","Adventure,War",6.9,2685,43.5
"1017","tt0025452","The Man Who Knew Too Much","1934","75","Crime,Mystery,Thriller",6.9,15225,36.3333333333333
"1020","tt0025456","Man of Aran","1934","76","Documentary",7.4,1766,51
"1021","tt0025464","Manhattan Melodrama","1934","93","Crime,Drama,Romance",7.2,3185,42.6666666666667
"1024","tt0025465","Maniac","1934","51","Horror",3.5,1885,54.5
"1026","tt0025493","The Merry Widow","1934","99","Comedy,Musical,Romance",7.4,2339,49.3333333333333
"1029","tt0025509","Les Misérables","1934","281","Drama",8,1372,46.75
"1033","tt0025586","Of Human Bondage","1934","83","Drama,Romance",7.3,5450,41
"1034","tt0025607","Operator 13","1934","85","Drama,History,Romance",7.7,1197,33
"1035","tt0025610","Our Daily Bread","1934","80","Drama,Romance",7.2,1229,36.5
"1037","tt0025617","The Painted Veil","1934","85","Drama,Romance",6.7,1177,43
"1040","tt0025746","The Scarlet Empress","1934","104","Drama,History,Romance",7.7,5159,48.3333333333333
"1043","tt0025748","The Scarlet Pimpernel","1934","97","Adventure,Drama",7.5,3507,39.3333333333333
"1046","tt0025862","Tarzan and His Mate","1934","104","Action,Adventure",7.5,4453,37
"1049","tt0025878","The Thin Man","1934","91","Comedy,Crime,Mystery",8.1,24150,40.5
"1051","tt0025898","Toni","1935","84","Crime,Drama,Romance",7.3,1295,42.5
"1053","tt0025907","Treasure Island","1934","110","Adventure,Family",7.2,2170,41.5
"1057","tt0025919","Twentieth Century","1934","91","Comedy,Romance",7.8,5357,47.3333333333333
"1060","tt0025929","A Story of Floating Weeds","1934","86","Drama",7.9,2600,23.3333333333333
"1063","tt0025948","Viva Villa!","1934","115","Biography,Western",6.5,1041,45
"1066","tt0026029","The 39 Steps","1935","86","Mystery,Thriller",7.8,46732,40.5
"1068","tt0026056","Alice Adams","1935","99","Comedy,Drama,Romance",7,3394,44.5
"1070","tt0026071","Anna Karenina","1935","95","Drama,Romance",7.1,4576,24.5
"1072","tt0026073","Annie Oakley","1935","90","Biography,Drama,Western",6.8,1410,38.3333333333333
"1075","tt0026097","Barbary Coast","1935","91","Adventure,Drama,Romance",6.8,1343,37.6666666666667
"1078","tt0026123","The Black Room","1935","68","Crime,Horror",7,1472,43.3333333333333
"1081","tt0026126","Bonnie Scotland","1935","80","Comedy",6.9,1633,38.3333333333333
"1084","tt0026129","Bordertown","1935","90","Crime,Drama",7.2,1290,43
"1086","tt0026138","Bride of Frankenstein","1935","75","Drama,Horror,Sci-Fi",7.9,39167,41.5
"1088","tt0026144","Broadway Melody of 1936","1935","101","Musical,Romance",6.8,1378,32.5
"1090","tt0026164","Call of the Wild","1935","89","Action,Adventure,Drama",6.9,1594,38
"1093","tt0026174","Captain Blood","1935","119","Action,Adventure",7.8,11763,39.6666666666667
"1096","tt0026197","Charlie Chan in Egypt","1935","73","Crime,Drama,Mystery",7.1,1677,41
"1098","tt0026198","Charlie Chan in Paris","1935","72","Comedy,Crime,Drama",7.5,1349,37
"1101","tt0026199","Charlie Chan in Shanghai","1935","71","Crime,Drama,Mystery",7.4,1211,38.6666666666667
"1104","tt0026205","China Seas","1935","87","Action,Adventure,Drama",7,2046,46.6666666666667
"1107","tt0026246","Crime and Punishment","1935","88","Crime,Drama",7,1505,38
"1109","tt0026252","Curly Top","1935","75","Family,Musical,Romance",6.9,1481,40
"1110","tt0026261","Dangerous","1935","79","Drama",7.1,2484,28.6666666666667
"1113","tt0026266","David Copperfield","1935","130","Adventure,Drama,Romance",7.5,3430,21
"1115","tt0026276","The Devil Is a Woman","1935","79","Comedy,Drama,Romance",7.1,2647,49.5
"1117","tt0026388","Front Page Woman","1935","82","Comedy,Romance",7.1,1078,37.5
"1119","tt0026393","'G' Men","1935","85","Crime,Drama,Film-Noir",7.2,3186,40.5
"1121","tt0026406","The Ghost Goes West","1935","95","Comedy,Fantasy,Horror",6.9,1549,38
"1123","tt0026421","Gold Diggers of 1935","1935","95","Comedy,Musical",7.5,2269,38
"1125","tt0026424","The Good Fairy","1935","98","Comedy,Romance",7.7,1075,46
"1128","tt0026452","Hands Across the Table","1935","80","Comedy,Romance",7.1,1372,29
"1130","tt0026529","The Informer","1935","91","Crime,Drama",7.5,5165,42
"1132","tt0026564","Carnival in Flanders","1935","110","Comedy,History,Romance",7.6,1074,51
"1135","tt0026641","The Littlest Rebel","1935","73","Comedy,Drama,Family",6.9,1229,43.5
"1137","tt0026643","The Lives of a Bengal Lancer","1935","109","Adventure,Drama",7.2,2339,37.75
"1141","tt0026663","Mad Love","1935","68","Horror,Romance,Sci-Fi",7.3,3958,35
"1144","tt0026685","Mark of the Vampire","1935","60","Horror,Mystery",6.3,3888,53.3333333333333
"1147","tt0026714","A Midsummer Night's Dream","1935","133","Comedy,Fantasy,Romance",7,2874,34
"1150","tt0026725","Les Misérables","1935","108","Drama,History,Romance",7.6,3064,38.6666666666667
"1153","tt0026752","Mutiny on the Bounty","1935","132","Adventure,Biography,Drama",7.8,18931,34.25
"1157","tt0026768","Naughty Marietta","1935","105","Drama,Musical,Romance",7,1073,39.5
"1159","tt0026778","A Night at the Opera","1935","96","Comedy,Music,Musical",8,28595,46.6666666666667
"1162","tt0026840","Page Miss Glory","1935","93","Comedy,Music,Romance",7.8,1119,33.5
"1164","tt0026866","Peter Ibbetson","1935","85","Drama,Fantasy,Romance",7.2,1639,42.5
"1166","tt0026912","The Raven","1935","61","Crime,Horror",7.1,4000,45.3333333333333
"1169","tt0026942","Roberta","1935","106","Comedy,Musical,Romance",7.1,2674,36.5
"1171","tt0026955","Ruggles of Red Gap","1935","90","Comedy,Romance",7.7,3364,42.5
"1173","tt0026972","Scrooge","1935","78","Drama,Family,Fantasy",6.7,1644,46.6666666666667
"1176","tt0026983","She","1935","101","Adventure,Fantasy,Romance",6.6,1284,38.5
"1178","tt0027040","Star of Midnight","1935","90","Comedy,Mystery,Romance",6.7,1008,41
"1181","tt0027067","Sylvia Scarlett","1935","95","Comedy,Drama,Romance",6.2,3202,40.6666666666667
"1184","tt0027075","A Tale of Two Cities","1935","128","Drama,History,Romance",7.8,4667,46
"1186","tt0027118","An Inn in Tokyo","1935","80","Drama",7.8,1099,24
"1188","tt0027125","Top Hat","1935","101","Comedy,Musical,Romance",7.8,15674,38
"1191","tt0027194","Werewolf of London","1935","75","Drama,Fantasy,Horror",6.5,4276,45.3333333333333
"1194","tt0027214","The Whole Town's Talking","1935","93","Comedy,Crime,Drama",7.4,1883,45
"1197","tt0027260","After the Thin Man","1936","112","Comedy,Crime,Mystery",7.7,8582,36
"1199","tt0027286","The Amazing Adventure","1936","80","Comedy,Drama,Romance",6.3,1466,41
"1202","tt0027300","Anthony Adverse","1936","141","Adventure,Drama,Romance",6.5,1463,34.5
"1204","tt0027336","The Lower Depths","1936","95","Crime,Drama,Romance",7.7,2688,40.5
"1206","tt0027367","Black Legion","1937","83","Crime,Drama,Film-Noir",7,2277,32.5
"1208","tt0027376","The Bohemian Girl","1936","71","Comedy,Musical",6.8,1616,46.3333333333333
"1211","tt0027387","Born to Dance","1936","106","Comedy,Musical",6.8,1280,28
"1212","tt0027407","Bullets or Ballots","1936","82","Crime,Drama,Film-Noir",7.1,2306,38
"1215","tt0027413","Cain and Mabel","1936","90","Comedy,Musical,Romance",7.7,1610,40.75
"1219","tt0027421","Captain January","1936","77","Comedy,Family,Musical",7.1,1053,42
"1222","tt0027438","The Charge of the Light Brigade","1936","115","Action,Adventure,Romance",7.1,4081,39
"1225","tt0027439","Charlie Chan at the Circus","1936","72","Comedy,Crime,Mystery",7.3,1392,38.3333333333333
"1228","tt0027440","Charlie Chan at the Opera","1936","68","Mystery",7.6,1778,46
"1231","tt0027441","Charlie Chan at the Race Track","1936","70","Comedy,Crime,Mystery",7.6,1224,38.6666666666667
"1234","tt0027442","Charlie Chan's Secret","1936","72","Crime,Drama,Mystery",7.4,1219,43.5
"1236","tt0027459","Come and Get It","1936","99","Drama,Romance",7,1561,39.6666666666667
"1239","tt0027478","The Crime of Monsieur Lange","1936","80","Comedy,Crime,Drama",7.5,2549,50
"1242","tt0027489","César","1936","168","Drama",7.6,1135,47
"1245","tt0027515","Desire","1936","95","Comedy,Crime,Romance",7.2,1870,45.3333333333333
"1248","tt0027521","The Devil-Doll","1936","78","Drama,Horror,Sci-Fi",7.1,3328,45
"1250","tt0027532","Dodsworth","1936","101","Drama,Romance",8.1,7237,49
"1252","tt0027545","Dracula's Daughter","1936","71","Drama,Fantasy,Horror",6.4,5031,52.5
"1254","tt0027552","Bizarre, Bizarre","1937","94","Comedy",7.6,1473,39.3333333333333
"1257","tt0027593","The Ex-Mrs. Bradford","1936","82","Comedy,Mystery,Romance",7.1,1402,48.25
"1261","tt0027623","Flash Gordon","1936","245","Action,Adventure,Sci-Fi",7.3,1944,45
"1263","tt0027630","Follow the Fleet","1936","110","Comedy,Musical,Romance",7.2,3647,37.5
"1265","tt0027652","Fury","1936","92","Crime,Drama,Film-Noir",7.9,10261,35.3333333333333
"1268","tt0027657","The Garden of Allah","1936","79","Adventure,Drama,Romance",6,1222,40.5
"1270","tt0027672","Sisters of the Gion","1936","69","Drama",7.6,2122,37
"1271","tt0027698","The Great Ziegfeld","1936","176","Biography,Drama,Musical",6.8,6385,45
"1273","tt0027752","The Only Son","1936","87","Drama",7.8,2675,20
"1275","tt0027800","The Invisible Ray","1936","80","Horror,Sci-Fi,Thriller",6.7,1936,45
"1278","tt0027869","The Last of the Mohicans","1936","91","Adventure,Drama,History",6.7,1045,33.6666666666667
"1281","tt0027884","Libeled Lady","1936","98","Comedy,Romance",7.8,6400,40
"1283","tt0027893","Little Lord Fauntleroy","1936","102","Drama,Family",7.3,1579,46.3333333333333
"1286","tt0027948","Mary of Scotland","1936","123","Biography,Drama,History",6.4,2079,32.5
"1288","tt0027969","The Milky Way","1936","89","Comedy",6.7,1400,44.5
"1290","tt0027977","Modern Times","1936","87","Comedy,Drama,Family",8.5,190718,49.5714285714286
"1297","tt0027996","Mr. Deeds Goes to Town","1936","115","Comedy,Drama,Romance",8,18136,41
"1301","tt0028010","My Man Godfrey","1936","94","Comedy,Drama,Romance",8.1,18736,44
"1302","tt0028021","Osaka Elegy","1936","71","Comedy,Drama",7.3,1777,30
"1303","tt0028070","Our Relations","1936","73","Comedy",7.4,2493,49
"1307","tt0028096","The Petrified Forest","1936","82","Drama,Film-Noir,Romance",7.6,11258,40
"1309","tt0028108","The Plainsman","1936","113","Biography,History,Romance",6.9,1809,35.3333333333333
"1312","tt0028118","Poor Little Rich Girl","1936","79","Adventure,Comedy,Family",7.1,1138,39
"1313","tt0028141","The Prisoner of Shark Island","1936","96","Biography,Drama,History",7.3,1772,59
"1317","tt0028167","Rembrandt","1936","85","Biography,Drama",7.2,1427,36
"1319","tt0028174","Revolt of the Zombies","1936","65","Adventure,Horror",3.2,1339,37.5
"1321","tt0028203","Romeo and Juliet","1936","125","Drama,Romance",6.7,1544,48.5
"1323","tt0028207","Rose-Marie","1936","113","Adventure,Drama,Musical",7,1083,37.6666666666667
"1326","tt0028212","Sabotage","1936","76","Crime,Thriller",7.1,13175,31
"1329","tt0028216","San Francisco","1936","115","Drama,Musical,Romance",7.3,4522,39.6666666666667
"1332","tt0028219","Satan Met a Lady","1936","74","Comedy,Crime,Mystery",6.2,1630,42
"1334","tt0028231","Secret Agent","1936","86","Mystery,Thriller",6.6,7145,31
"1337","tt0028249","Show Boat","1936","113","Comedy,Drama,Musical",7.6,2568,39.6666666666667
"1340","tt0028313","The Story of Louis Pasteur","1936","86","Biography,Drama,History",7.4,1981,35.5
"1342","tt0028315","Stowaway","1936","87","Adventure,Family,Musical",7.1,1108,38
"1344","tt0028330","Suzy","1936","93","Drama",6.5,1129,40
"1347","tt0028333","Swing Time","1936","103","Comedy,Musical,Romance",7.6,10960,48.5
"1349","tt0028345","Tarzan Escapes","1936","89","Action,Adventure",6.9,2950,31
"1351","tt0028346","Reefer Madness","1936","66","Crime,Drama",3.8,7271,23
"1353","tt0028355","Theodora Goes Wild","1936","94","Comedy,Romance",7.3,1956,44.3333333333333
"1356","tt0028356","These Three","1936","93","Drama,Romance",7.6,2047,31
"1357","tt0028358","Things to Come","1936","100","Drama,Sci-Fi,War",6.7,6331,36.3333333333333
"1360","tt0028373","Three Smart Girls","1936","84","Comedy,Musical,Romance",6.8,1085,40.5
"1362","tt0028478","The Walking Dead","1936","66","Crime,Horror,Sci-Fi",6.8,2099,48
"1365","tt0028505","Wife vs. Secretary","1936","88","Comedy,Drama,Romance",7.1,2799,35
"1366","tt0028575","Angel","1937","91","Comedy,Drama,Romance",7.3,1903,44.6666666666667
"1369","tt0028597","The Awful Truth","1937","90","Comedy,Romance",7.9,16163,31.6666666666667
"1372","tt0028683","Camille","1936","109","Drama,Romance",7.5,6654,41.5
"1374","tt0028691","Captains Courageous","1937","117","Adventure,Drama,Family",8,7923,36.25
"1378","tt0028707","Charlie Chan at Monte Carlo","1937","72","Comedy,Crime,Mystery",7.3,1244,44.3333333333333
"1381","tt0028708","Charlie Chan at the Olympics","1937","71","Comedy,Crime,Mystery",7.5,1393,43
"1383","tt0028709","Charlie Chan on Broadway","1937","68","Comedy,Crime,Mystery",7.6,1221,41.6666666666667
